Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.081997055,0.008837481172432243,-0.008952729640347101,0.031147243791579626,
0.083997055,0.001323900486270388,-0.009077543209348171,0.015340616078185931,
0.085997021,-0.004686964062659102,-0.007262034567478537,-0.0011346421472175905,
0.087996987,-0.020987824605153527,-6.354916277162559E-5,-0.008569151706055322,
0.089996087,-0.03211315354207876,0.0037798796639232357,-0.010686040358985238,
0.091995187,-0.039098051234084163,0.004939263228209256,-0.01046457325398542,
0.093994287,-0.04085525039354786,0.005866770079637984,-0.010286636630532087,
0.095993353,-0.040345638303119546,0.006608775560780877,-0.010145050271223255,
0.097993319,-0.03993796055170584,0.007202379945694837,-0.008116040216979314,
0.099993285,-0.0415271778476452,0.0038465444594857345,-0.004577091206787287,
0.101993285,-0.04279853976346773,0.0011618760705185416,-0.005577413932225994,
0.103993318,-0.04190028171998439,-9.858586406554792E-4,-0.006376909173123835,
0.105993351,-0.043097034782268034,0.001126672584546018,-0.008932246332639338,
0.107993384,-0.044054437232094956,-0.0010140214294338534,-0.012892257027049325,
0.109994284,-0.0409896282768869,-8.112171435472604E-4,-0.016059502643123835,
0.111995184,-0.03662242161565016,0.001266385782232593,-0.018594062075436568,
0.113996084,-0.029297937292520115,0.002928468122856298,-0.02253668764863015,
0.115997017,-0.01960763083987549,4.274150012149036E-4,-0.02377504714038814,
0.117997083,-0.011855385677759761,-0.0015734274960985672,-0.019020037712310867,
0.119997049,-0.005653577627138223,-0.0012587419968790314,-0.011385311175708068,
0.121997015,-6.921431075699591E-4,-0.002922353094573449,-0.00527752994642583,
0.123996981,0.005192364005154965,-0.006168601469799473,0.005354392058483981,
0.125996947,0.011815341113334182,-0.008765600169979848,0.01960638962335004,
0.127996913,0.01711372279987755,-0.010843199130124326,0.03292372864203941,
0.129996879,0.02135241622818329,-0.010589918801169773,0.03974611792339644,
0.131996845,0.024743382891756843,-0.010387294538006131,0.045204792287934836,
0.133996845,0.029371515719685992,-0.010225195127475217,0.04957096884011314,
0.135996878,0.033074010061100334,-0.010095515599050753,0.0511489320545131,
0.137996911,0.03795137695223108,-0.01190713147338096,0.05049632459868825,
0.139996944,0.04185327046513568,-0.015271783669915884,0.04805849766723114,
0.141996977,0.04497478527545937,-0.017963505427143645,0.04610823612206616,
0.14399701,0.04747199712371833,-0.018201523335855452,0.03880156692499703,
0.145997043,0.047554407105255186,-0.018391937662824986,0.03104125353999798,
0.147997076,0.043789610135879564,-0.018544269124400437,0.02674874379879455,
0.149997976,0.038862407102844276,-0.016750774796590928,0.0252297140331752,
0.151998842,0.03108992568227542,-0.01340061983727292,0.02592946824802489,
0.153999708,0.021041221551679715,-0.01455121486395905,0.026490034559357056,
0.156000608,0.01108689278966836,-0.013556331388237197,0.028853465635766185,
0.158000608,0.0012080702829889711,-0.01084506511058958,0.028828469530097323,
0.160000608,-0.00669499368281902,-0.008676052088471664,0.02689349461821955,
0.162000608,-0.02067888880421115,-0.0069408416707772425,0.02726125565551385,
0.164000574,-0.02995063944379006,-0.0036373138395515703,0.025639723518551705,
0.16600054,-0.0354526804583829,9.208679224994576E-4,0.02242675684218476,
0.168000506,-0.03793894185205787,7.366943379993884E-4,0.010279967485466557,
0.169999839,-0.03801260339085649,5.893554703995108E-4,5.62536000092706E-4,
0.171999805,-0.03807153262189539,4.714843763196086E-4,-0.00912638721555048,
0.173999771,-0.03811866408579756,3.771875010554204E-4,-0.01687828872751851,
0.175999737,-0.03432566218370764,3.0175000084442516E-4,-0.023079046997640518,
0.177999703,-0.03512196773524737,2.4140000067562895E-4,-0.028040416553190894,
0.179999703,-0.03575902409740808,-0.0017222394965297205,-0.02817803026403709,
0.181999736,-0.036268657266207704,5.375678998462696E-4,-0.024458165178026903,
0.183999769,-0.032845656728035744,0.002345413816946973,-0.019566532142421877,
0.185999802,-0.030107244376569198,0.001876331053557223,-0.011822506719797232,
0.187999835,-0.02600115499832567,-4.142946542247117E-4,-0.0037115454148999305,
0.189999468,-0.020800923998660542,-3.314357233796805E-4,0.006607179683705056,
0.191998601,-0.01472537970185811,-2.651485787037444E-4,0.012947181735246005,
0.193998634,-0.007949584767345863,-0.0021274783600331304,0.01993492434327493,
0.195998634,0.003217141592403827,-0.001701982688026682,0.025524355490244233,
0.1979986,0.012150522680203585,-0.0032769456474914804,0.02808092238047699,
0.199998566,0.019297227550443385,-0.00453691601506323,0.0301261758926632,
0.201998532,0.02692995094370554,-0.005544892309121252,0.029847400675068414,
0.203998498,0.03303611773738632,-0.004435913847297357,0.02962361756153875,
0.205998464,0.03792106309325988,-0.003548731077837708,0.03136033203751154,
0.20799843,0.0379983003838181,-0.0028389848622705216,0.03849616357922869,
0.20999753,0.036144718798265446,-0.002271187889816062,0.040373346879007954,
0.211996663,0.03657722494782256,-0.0018169503118530272,0.041875856458284844,
0.213995796,0.03500787037039793,-0.0033689197465527343,0.041162123154908414,
0.215995796,0.03375237478752929,-0.002695135797242454,0.038675395545411106,
0.217995796,0.03274798428169884,-0.0021561086377941407,0.03860175442460978,
0.219995796,0.03385983137410481,-0.0017248869102353126,0.03662786350062497,
0.221995796,0.03283394955095925,5.354499688818848E-4,0.02930229080049962,
0.223995796,0.032013244092442814,0.0023437194721758203,0.021526091673601755,
0.225995796,0.031356679725629666,0.0037903350748109688,0.013390154344740779,
0.227995796,0.025085343780503727,0.003032268059848686,0.004966426454307893,
0.229996462,0.014322190572727558,5.104549508088141E-4,-0.009434756785772436,
0.231996495,0.0037963085094363247,4.083639606471401E-4,-0.0247856594325242,
0.233996528,-0.008455122095801765,3.266911685178009E-4,-0.03898212251672284,
0.235996561,-0.01825626061952776,2.6135293481432953E-4,-0.04650857398994113,
0.237996594,-0.029927908314042614,0.002124441844921776,-0.048699016174374776,
0.239996627,-0.03734985505165525,0.001699553475937421,-0.05045136992192134,
0.241996627,-0.03754132202960547,0.005190361774890295,-0.04993827489261449,
0.243996627,-0.039609867029964885,0.007983008414052861,-0.04761205790237355,
0.245996593,-0.03934934353318212,0.00830176622831269,-0.04192036531603982,
0.247996559,-0.0410562842328262,0.010472131976790866,-0.03736701124697284,
0.249996059,-0.04050646537454222,0.012208424575573584,-0.03372432799171854,
0.251996059,-0.03815126271177366,0.011682099157529269,-0.02889444042071787,
0.253995159,-0.03626708866062989,0.011261038823093816,-0.02694627133071492,
0.255995125,-0.03475976134064379,0.010924190555545277,-0.025387736058712917,
0.257995125,-0.03355388756372596,0.010654711941506356,-0.02605664880790748,
0.259995125,-0.030673829045121392,0.010439129050275664,-0.026591016067810003,
0.261995158,-0.02645442273316742,0.010266662737290932,-0.027019272815186568,
0.263995191,-0.021163538186533937,0.010128689686903058,-0.023530396279493715,
0.265995224,-0.01310011155508653,0.006187592252452134,-0.018824317023595327,
0.267995257,-9.032798377887064E-4,0.004950073801961885,-0.013144475591532867,
0.269995757,0.010769533112190921,0.002044699544499373,-0.008599839506429063,
0.271996657,0.018192435896033254,-2.795998614706363E-4,-0.0011341745836581651,
0.273997557,0.02413075812310711,-0.0021390393862468216,0.004839120294011678,
0.275997557,0.032712134898906814,-0.0036265910060677697,0.011532734223489882,
0.277997557,0.0395772363195466,-0.004816632301924528,0.018802603394416195,
0.279997557,0.04506931745605841,-0.0057686653386097575,0.02461926167061179,
0.281997557,0.04371690387405694,-0.004614932270887717,0.027356847324771394,
0.283997557,0.04071960159045648,-0.0036919458167101737,0.029546915848097655,
0.285997557,0.038321771684505096,-0.00295355665336805,0.02746825167261946,
0.287997557,0.03831886129634979,-4.474858256240388E-4,0.016228141377158778,
0.289996657,0.03640117348875524,-3.579886604989646E-4,0.007236816080242292,
0.291995757,0.034867023242679596,-2.8639092839899405E-4,0.0019587338700528534,
0.293994857,0.031724343548748785,-0.002144472239789419,-0.004179472864896283,
0.295993957,0.02921019383313965,-0.0017155777918311799,-0.007174297286058007,
0.297993923,0.025283514563582035,-0.0013724622334647663,-0.011485134850330425,
0.299993889,0.020226811650865636,8.17389710298766E-4,-0.01493456784120184,
0.301993689,0.014266089823622194,0.0025692712653091476,-0.017693351294445492,
0.303993655,0.007582152864757136,0.002055417012247318,-0.01798540002969773,
0.305993655,0.004150356834270924,0.0035596931068679893,-0.016304060990554703,
0.307993688,-0.004341158481328988,0.004763113982564349,-0.018788945813927427,
0.309994588,-0.014965095688414032,0.00764121018019237,-0.024608335606220777,
0.311995488,-0.02154888595701175,0.009943687138294521,-0.03117882546739814,
0.313996388,-0.030646637166030555,0.011785668704776597,-0.03835019538368378,
0.315996421,-0.03600947863617529,0.01134389446089168,-0.04408805425616613,
0.317996454,-0.038384392315220756,0.01290583456285388,-0.05059331938149647,
0.319996487,-0.038368951840457854,0.014155386644423729,-0.05579753148176003,
0.321996487,-0.03835661138157648,0.013239668812609295,-0.05996090116197017,
0.323996453,-0.03451600809940181,0.012507094547157926,-0.06137585593934247,
0.325996419,-0.031443525473662054,0.011921035134796476,-0.06059284173389656,
0.327996385,-0.030900910791069547,0.011452187604907849,-0.06379714936367975,
0.329996551,-0.028551447626996268,0.009161750083926279,-0.06252987647336639,
0.331996517,-0.02667188901666659,0.007329400067140668,-0.057685339166974714,
0.333996483,-0.025168230207473885,0.005863520053712712,-0.049978990327719686,
0.335996483,-0.02204994366304941,0.006606175540040837,-0.03998319226217539,
0.337996483,-0.01955531442750985,0.009115659426173206,-0.030071575782397275,
0.339996516,-0.017559611039078188,0.009207887038008788,-0.02214151965912059,
0.341996549,-0.010216969837121948,0.007366309630406853,-0.015798237699952367,
0.343996582,-0.0024274973784866316,0.003977688207255081,-0.010722849193165018,
0.345996615,0.007634811503491212,0.003182150565804065,-0.004747560360391034,
0.347996648,0.015684658609073476,0.0044610799497135645,3.267070582779752E-5,
0.349997548,0.020209176796468997,0.005484223456841519,0.0019411145920056327,
0.351998448,0.02765951034052605,0.002472019268402903,0.0034686326404020917,
0.353999314,0.03170440575777239,6.225591765218752E-5,0.004689884139665423,
0.35600018,0.03302497451542813,-0.0037809142600186973,0.0075826263058740295,
0.35800018,0.034081429521552686,-0.004940090905085626,0.007981842011496099,
0.36000018,0.03109586261138278,-0.0020367132269978327,0.008300451636539918,
0.362000346,0.03253813999831642,-0.0016293705815981774,0.0085561022760281,
0.364000346,0.03177659048986409,-0.0013034964652782755,0.008759859848165519,
0.366000346,0.031167356843566696,8.72562324847781E-4,0.010838606872672685,
0.368000312,0.028764610429458465,0.0026134093569485373,0.006755907470793687,
0.369999378,0.024927047840637095,0.0040060869826290535,0.003488985009838075,
0.371999344,0.01802627877543936,0.0032048695861033316,0.002791188007870815,
0.37399931,0.012505657562816686,0.004479255165953155,3.1797237895325736E-4,
0.375999276,0.010004526050253357,0.007414123126903149,-0.0035763410909783744,
0.377999242,0.008003620840202688,0.009762017495662967,-0.008607532833719844,
0.379999208,0.0025721776780215228,0.007809613996530462,-0.01454746425525677,
0.381999174,-0.0056037018063285066,0.006247691197224459,-0.0173836684256905,
0.383999174,-0.012144411354273008,0.006913512454850057,-0.02156837272883294,
0.385999207,-0.01929233848969894,0.007446169460950447,-0.024916136171347247,
0.38799924,-0.023095308780040402,0.005956935568760535,-0.027594346925358337,
0.389999473,-0.026137696933242527,0.006680907952078652,-0.031652656495364084,
0.391999506,-0.028571607455804227,0.007260085858733056,-0.03298356318457252,
0.393999539,-0.030518723952924626,0.00772342818405658,-0.03404828853594033,
0.395999572,-0.032076429071549895,0.006178742547245264,-0.03298432785023664,
0.397999605,-0.029491862251380535,0.0049429940377963,-0.03021894421378235,
0.399999605,-0.027424208795245042,0.005869754727306997,-0.028005874365167216,
0.401999571,-0.025770097951265614,0.006611163278916088,-0.024319677519477167,
0.403999537,-0.02061607836101248,0.005288930623132959,-0.01945574201558209,
0.405999503,-0.014577503191739671,0.004231144498506367,-0.013649615585121566,
0.407999469,-0.011662002553391726,0.0033849155988052715,-0.005173232507159398,
0.409998569,-0.00932960204271338,0.002707932479044217,-3.078670115872484E-4,
0.411997669,-0.007463681634170688,0.002166345983235729,0.003584425384870471,
0.413996802,-0.0021402143922669703,-1.82282710481374E-4,0.008614000268833522,
0.415996802,2.0318798325674736E-4,-1.458261683850992E-4,0.010721919209206732,
0.417996835,0.0059086288778163465,-0.002032020431778303,0.01623897335564628,
0.419996868,0.010472993514392986,-0.0035409758424931326,0.020652616672798274,
0.421996901,0.01603983279979565,-0.00474814017106473,0.026098509353863264,
0.423996934,0.02049331614904673,-0.0057138716339220075,0.03045598643816838,
0.425996967,0.024056102828447612,-0.006486456804207563,0.03585694613295587,
0.427997,0.024990960753969033,-0.007104524940436452,0.042092691916129965,
0.429997933,0.023823487597315868,-0.005683619952349339,0.04516631051532549,
0.431997933,0.020974161495851962,-0.0064622554589499615,0.045710227367338874,
0.433997933,0.01677932919668157,-0.010915882858371084,0.0461445979094961,
0.435997933,0.015338822854415568,-0.010648065783767091,0.04457711631587813,
0.437997933,0.01610177727767309,-0.010433812124083897,0.0433231310409834,
0.439997933,0.01862751223427836,-0.012177768693407476,0.040404964793724574,
0.441997933,0.018732728781563318,-0.013572933948866606,0.039985409823261264,
0.443997933,0.016901542522320956,-0.012773706656163508,0.03773402488009303,
0.445997899,0.011605874520786458,-0.010218965324930718,0.034017938898214695,
0.447997865,0.00162324970741895,-0.0062598127628743505,0.029130092085368986,
0.449996965,-0.004447478725275761,-0.0030924907132288126,0.0233040736682959,
0.451996065,-0.009304073392360501,-0.0024739925705832277,0.018643258934636364,
0.453995165,-0.011273977708029015,-0.0019791940564664046,0.014914607147709091,
0.455995165,-0.014765260657634144,-0.001583355245172946,0.010015944751369688,
0.457995131,-0.01947365843531751,-0.003182043693208847,0.006097777773751645,
0.459995097,-0.021325017160393894,-0.00446099445163739,0.002962481252204441,
0.461995097,-0.020890732722455757,-0.005484155058379958,0.0023699850017635526,
0.46399513,-0.02054330517210523,-0.006302683543774279,0.0018959880014097763,
0.465995163,-0.02026536313182481,-0.006957506332089913,0.0034325313679239855,
0.467995196,-0.018127661923459104,-0.00748136456274251,0.0027460250943391884,
0.469996096,-0.018332848532907925,-0.007900451147264231,0.0021968200754720613,
0.471996996,-0.01849699782046696,-0.00823572041488152,0.0017574560603783596,
0.473997896,-0.018628329171443136,-0.006588576331905127,0.0014059648483026876,
0.475997929,-0.01490266333715451,-0.005270861065524102,0.0011247718786417948,
0.477997929,-0.01383749016679392,-0.006132048349489327,0.004730536497055127,
0.479997895,-0.011069992133435125,-0.0029902791825211494,0.007615148191785437,
0.481997861,-0.006940634209677776,-0.002392223346016742,0.00992283754756862,
0.483998327,-0.0017217764526726298,-0.0019137786768133047,0.015599708026336145,
0.485998293,0.0043686573290728226,-0.00344638243852069,0.02014120440935052,
0.487998259,0.014987094766609088,-0.0065878249449573545,0.03335081753138702,
0.489997359,0.021566485219567805,-0.007185619453036196,0.04200353000167212,
0.491996492,0.024914638084864438,-0.0076638550594991806,0.04509498098375886,
0.493995625,0.0256777889591025,-0.008046443544669657,0.04565316374208628,
0.495994758,0.026288309658492937,-0.008352514332806038,0.04418396898195098,
0.497994524,0.026776738138934247,-0.008597370963315143,0.04300861317384275,
0.499994557,0.02525210950528803,-0.01070861576479265,0.04398330655469884,
0.50199459,0.02403241851929999,-0.012397611605974745,0.044763824198836843,
0.503994623,0.0211412943125103,-0.011833448781850109,0.04538747537469412,
0.505994656,0.018828394947078553,-0.009466759025479998,0.04397141828803619,
0.507994689,0.018893434951803456,-0.009488766717454133,0.04283857261871127,
0.509995589,0.01703011341897756,-0.007591013373963396,0.041932296083249554,
0.511996455,0.015539450232252366,-0.007988170196240763,0.03929229682753643,
0.513997321,0.012431560185801882,-0.008305895654062923,0.03526455645616977,
0.515997287,0.009945248148641506,-0.008560076020320828,0.0320423641590768,
0.517997287,0.006040839021842895,-0.008763420313326886,0.029464610321401352,
0.519997287,0.002917305759939523,-0.007010736250661509,0.02740240725126064,
0.521997287,4.1848511088130036E-4,-0.0036932295034590723,0.023836903828351907,
0.523997253,-0.003495930905435582,-0.0010392241056966789,0.01906952306268117,
0.525997219,-0.008542835136488347,-0.002746738781628011,0.013340640422800476,
0.527997185,-0.014495706097471944,-0.0021973910253025863,0.004926052377303591,
0.529997685,-0.017342655290117442,-0.001757912820242069,1.1012290770295863E-4,
0.531997651,-0.0215355622203752,-0.0014063302561933,-0.005657598695322008,
0.533997617,-0.02680525918258067,-0.0011250642049542847,-0.010272538917195817,
0.535997583,-0.03293637624941537,-9.000513639634278E-4,-0.012048750127897634,
0.537997549,-0.035925910405812805,-7.200410911707422E-4,-0.013469719096457666,
0.539997549,-0.034486806815861165,-5.76032872936949E-4,-0.014606494271307113,
0.541997582,-0.035250895361899154,0.0014545331987210197,-0.01743089243853113,
0.543997115,-0.032031435283659954,0.001163626558977171,-0.01586045491762178,
0.545997148,-0.027540519644927236,-9.844582498885757E-4,-0.01460334196144153,
0.547997181,-0.022032415715941778,-0.002702926096981084,-0.013598414535950454,
0.549998081,-0.01762593257275341,-0.002162340877585045,-0.012793709656104824,
0.551998981,-0.012185374640203445,-0.0036452321991382597,-0.010234967724883859,
0.553999881,-0.007832940215092454,-0.002916185759310519,-0.006272996152564048,
0.556000781,-0.006266352172073969,-0.0023329486074485928,-0.0011876779279109684,
0.558001014,-0.005013081737659186,4.900061111134946E-5,0.0028805766518118503,
0.56000098,-1.7974639598672404E-4,-0.003791518505251279,0.0042202022882467105,
0.562000946,0.003686921877351257,-0.004948574301271158,0.007206880824737638,
0.564000912,0.008695627914020898,-0.0039588594410169264,0.01151120168127484,
0.566000878,0.012702580822427673,-0.005082447049884031,0.014955421305957728,
0.568000844,0.02165423356129298,-0.007896676634048028,0.017710034066251268,
0.56999991,0.02498483675824459,-0.010148060301379047,0.017998746247142705,
0.57199991,0.02764931931580586,-0.010033807738173195,0.01822971599185408,
0.573999943,0.029780893440925937,-0.006111686693468066,0.022245210781763447,
0.575999976,0.03148616466195098,-0.00297398985770414,0.023542628586348258,
0.578000009,0.03093501022077172,-4.6383238909308844E-4,0.02266482186321994,
0.580000042,0.028578739091686955,0.0015442935857956641,0.020046835517920414,
0.582000075,0.026693710267490206,0.0012354348686365313,0.01603746841433562,
0.584000108,0.023270327711062466,9.883478949093139E-4,0.010914996704125102,
0.586000141,0.02053162166592029,7.906783159272734E-4,0.008731997363300437,
0.588000174,0.02025602228734133,0.0025479021498124865,0.00506985692384454,
0.58999964,0.01620481782987307,0.003953681216920302,2.2516654493465182E-4,
0.59199964,0.011048494766828149,0.006993663967676866,-0.005565563785536298,
0.59399964,0.005008070858857405,0.009425650168282118,-0.012113889016710289,
0.59599964,1.7573769294529362E-4,0.009455879631696362,-0.01735254920165019,
0.59799964,-0.003690140760713362,0.009480063202427669,-0.021543477349601048,
0.59999964,-0.0067828316027113145,0.009499410059012448,-0.026811960834759674,
0.601999606,-0.013087715191379246,0.009514887544280093,-0.029111006656089344,
0.603999572,-0.018131610141384646,0.009527269532494387,-0.03095024331315166,
0.605999538,-0.022166738022317917,0.005706456128925286,-0.03433661066614668,
0.607999504,-0.025394828406135606,0.008395883897280854,-0.0427921645094802,
0.609998604,-0.02606195313704837,0.008632066614894907,-0.047641629556801846,
0.611997704,-0.024680281503779322,0.00882101278898606,-0.04768971966106683,
0.613996804,-0.023574944197164105,0.008972169728258983,-0.045813213717135426,
0.61599677,-0.022690686272800853,0.009093095279677499,-0.044312008961989946,
0.61799677,-0.02198326801238132,0.009189835720812667,-0.04119606713052981,
0.619996803,-0.01950197390697536,0.009267228073720712,-0.040618291692704034,
0.621996836,-0.0156015791255803,0.007413782458976836,-0.04015607134244448,
0.623996869,-0.01248126330046423,0.005931025967181647,-0.0378705540954396,
0.625996902,-0.009985010640371383,0.006660180270815719,-0.037957881264633286,
0.627996935,-0.007988008512297112,0.005328144216652397,-0.036112764972644484,
0.629997868,-0.004475047312767377,0.00617787487039223,-0.03272093097225692,
0.631997901,2.5068114392673424E-4,0.004942299896313784,-0.03000746377194652,
0.633997901,0.002115904412211711,0.0020384804199808926,-0.02592094904490061,
0.635997867,0.009354173438979568,-2.8457516108559844E-4,-0.020736759235919777,
0.637997833,0.013229417242394598,0.0016876993682020114,-0.016589407388735822,
0.639997799,0.018244983703125883,0.007096237985772635,-0.013271525910989013,
0.641997765,0.02225743687171089,0.009507709382758911,-0.008702242701447815,
0.643997731,0.025467387485649945,0.005690808009136905,-0.003131075167017272,
0.645997697,0.028035359897730178,0.0045526464073097905,-5.891191668165874E-4,
0.647997663,0.024343647415254466,0.005557476622918056,0.0014436826938908354,
0.649996796,0.02139027742927388,0.0044459812983346225,0.0011549461551130236,
0.651995962,0.01902758144048941,0.0035567850386675204,9.239569240904189E-4,
0.653995128,0.015222065152391523,0.0028454280309340163,7.391655392723351E-4,
0.655994261,0.012177652121913213,0.0022763424247473907,5.913324314175128E-4,
0.657994294,0.009742121697530554,0.00565179293393836,4.730659451332997E-4,
0.659994327,0.007793697358024432,0.006436793844221356,-0.00345226623803363,
0.66199436,0.006234957886419534,0.007064794572447575,-0.006592531984567884,
0.663994393,0.004987966309135616,0.007567195155028461,-0.009104744581794222,
0.665994426,0.003990373047308482,0.007969115621092815,-0.011114514659576358,
0.667994426,0.001276938940776462,0.008290651993944742,-0.012722330721802066,
0.669995292,-8.938083444491318E-4,0.006632521595156149,-0.014008583571582633,
0.671996158,-0.0064611251667702485,0.007221376773195232,-0.01695256387874977,
0.673997024,-0.012830350042626393,0.007692460915626587,-0.019308511063936606,
0.675997024,-0.01792572994331132,0.008069328229571404,-0.02119250587263366,
0.677997024,-0.018171302948789686,0.008370822080727258,-0.024615442686387823,
0.67999699,-0.018367761353172363,0.008612017161651941,-0.02926953310418945,
0.681996956,-0.020440299494677794,0.006889613729321731,-0.032992042498976915,
0.683996922,-0.022098318086953173,0.005511690983457385,-0.03405507198746349,
0.685996888,-0.02342474488170243,0.0063247122838365755,-0.03682123654504821,
0.687996854,-0.020655155402432235,0.008890488821209797,-0.04286412424580455,
0.689995954,-0.01843948381901611,0.00902775055403815,-0.04578345637906445,
0.691995054,-0.0147515870552129,0.009137559940301188,-0.04620394405833039,
0.693994154,-0.011801269644170331,0.00922540744931144,-0.0446245932349445,
0.695993254,-0.009441015715336287,0.009295685456519376,-0.04144537160943962,
0.697993287,-0.009468172069339337,0.007436548365215678,-0.038902757248489905,
0.69999332,-0.009489897152541782,0.005949238692172454,-0.03495292479293255,
0.701993353,-0.003761198727892795,0.0047593909537382295,-0.0317930588284856,
0.703993386,8.217600118264057E-4,0.00380751276299085,-0.027349425090131163,
0.705993419,0.004488138924530705,0.001130650713322634,-0.021879540072104575,
0.707993452,0.007421230133765194,-0.00101083892641185,-0.015588654030340265,
0.709994352,0.00976770310115277,-0.0027240306381997037,-0.008640204230131232,
0.711995218,0.011644893395991784,-0.0021792245105598518,-0.0011657034231671304,
0.713996051,0.013146633710934053,-0.0036587391055182827,0.004813134282951381,
0.715996917,0.0162633854599582,-0.0029269912844145374,0.009596967387299316,
0.717996883,0.016841439283036164,-0.0023415930275314523,0.013423270931323117,
0.719996849,0.01730387042056955,4.2085075044884235E-5,0.016485076705995638,
0.721996815,0.017673815330596254,0.0019490275571065752,0.01893375838628053,
0.723996781,0.01796978317954656,-3.5613745138496355E-4,0.02089346666996228,
0.725996747,0.01820654553777787,-2.8490996110797084E-4,0.02437621132425072,
0.727996747,0.01648059592729262,0.001687431528184291,0.030993126041822805,
0.72999678,0.013184476741834095,0.003265304719617834,0.03245593882173914,
0.731996813,0.008632221896396952,0.002612243775694356,0.031710448078875686,
0.733996846,0.006905777517117573,0.00208979502055584,0.02919907745724082,
0.735996879,0.005524622013694053,0.0016718360164449386,0.025275002932589885,
0.737996912,0.004419697610955231,0.0013374688131562174,0.020220002346071908,
0.739996945,-2.9496090537645125E-4,0.0029853345475951976,0.016176001876857526,
0.741996978,-0.004066699639370758,0.004303627135146648,0.012940801501486021,
0.743997011,-0.007084078705637237,0.005358261205187453,0.0046061812402520275,
0.745997011,-0.009497981958650425,0.0023712494670795614,-1.4577400193971357E-4,
0.747997011,-0.009513745063990664,-1.8359923406485734E-5,-0.003947338195692041,
0.749997877,-0.007610996051192531,-0.001930047435795501,-0.0069885895506942575,
0.751998743,-0.011834887253093923,-0.0015440379486362232,-0.009421590634696386,
0.753999609,-0.013298628796615752,-0.0012352303589087121,-0.0075372725077578195,
0.756000509,-0.014469633952362171,-9.881842871268809E-4,-0.006029818006206611,
0.758000475,-0.019237145150170998,-0.0027059069267716396,-0.004823854404964578,
0.760000441,-0.021135806532276674,-0.002164725541417667,-0.003859083523972018,
0.762000407,-0.01882400472289164,-0.0017317804331344888,-0.005002244846521009,
0.764000373,-0.018889922772453938,-0.0013854243465072358,-0.007832514871356722,
0.766000339,-0.01894265721210378,-0.0030236989742760123,-0.008181752863881897,
